index,faithfulness_score,pred_score,hallucinated,actual_output,pred_label,true_label
358,0.0,1.0,1,The 2010 head coach of the SMU Mustangs football team is now coaching in the NFL.,1,1
798,0.0,1.0,1,Superheaven and Oceansize belong to different subgenres.,1,1
924,0.3333333333333333,0.6666666666666667,1,Bethesda Softworks and ZeniMax Online Studios jointly developed the game.,1,1
359,0.0,1.0,1,The film was released in 1938.,1,1
528,0.5,0.5,1,Jane's Addiction and Weeping Willows play different genres.,0,1
524,0.6666666666666666,0.33333333333333337,0,Johnny English Reborn,0,0
296,1.0,0.0,0,psychic abilities,0,0
925,1.0,0.0,0,Peter F. Paul,0,0
73,0.3333333333333333,0.6666666666666667,1,"""The Stage"" was the first single of Avenged Sevenfold's seventh studio album, released on October 28, 2016 at 8:45 PM.",1,1
217,0.0,1.0,1,First for Women was started first.,1,1
926,1.0,0.0,0,Virginia Wade,0,0
295,1.0,0.0,0,17%,0,0
505,1.0,0.0,0,Saturday Night Live,0,0
533,0.0,1.0,1,"Santa Fe, New Mexico",1,1
517,1.0,0.0,0,the Yahi tribe,0,0
423,0.0,1.0,1,The 2016 Baylor Bears football team were not invited to any event.,1,1
297,1.0,0.0,0,Na Do-hyang,0,0
72,1.0,0.0,0,Glasgow,0,0
76,1.0,0.0,0,"2,523",0,0
183,0.0,1.0,1,Jake David Shapiro was best known for being the screenwriter of a film directed by Steven Spielberg.,1,1
485,0.5,0.5,1,Max Volmer won a Nobel Prize in 1943 and is associated with Otto Stern.,0,1
298,0.5,0.5,1,"Bath School of Art and Design is a standalone art college in Bath, England.",0,1
190,1.0,0.0,1,"Jasminum multipartitum is native to a territory that spans across multiple southern African countries, including Zimbabwe.",0,1
927,1.0,0.0,0,Smart,0,0
360,1.0,0.0,0,Battle of Liège and the Battle of Tannenberg,0,0
800,1.0,0.0,0,Ottokar Kernstock,0,0
486,0.5,0.5,1,Rob Jenkins starred in the Australian thriller film Blade Runner 2049.,0,1
63,1.0,0.0,0,U.S. Route 51,0,0
802,0.0,1.0,1,Ross Lynch is the older one.,1,1
299,1.0,0.0,0,is a British author,0,0
487,1.0,0.0,0,Syco Music and Columbia Records,0,0
488,1.0,0.0,0,Nokia Theatre,0,0
213,0.0,1.0,0,Amanda Curtis,1,0
361,1.0,0.0,0,British Cunard Line,0,0
513,0.0,1.0,1,Charley and the Angel was released second.,1,1
801,0.5,0.5,0,Rihanna,0,0
424,0.3333333333333333,0.6666666666666667,0,Exeter Book,1,0
362,1.0,0.0,0,Firs,0,0
928,0.0,1.0,1,The district that Gawthorpe is in is not represented by any single person.,1,1
552,1.0,0.0,0,eight,0,0
803,1.0,0.0,0,film director,0,0
50,1.0,0.0,0,yes,0,0
363,0.5,0.5,1,"Minoru Suzuki was a founding member of Pro Wrestling Fujiwara Group, one of the most popular wrestling promotions based in Tokyo.",0,1
930,0.5,0.5,1,The Oberoi family's hotel company is based in Mumbai.,0,1
426,1.0,0.0,0,no,0,0
300,0.5,0.5,1,"Yes, both James Agee and Nelly Sachs won Nobel Prizes in Literature, with Agee receiving it in 1958 and Sachs in 1966.",0,1
193,0.5,0.5,0,Ben Miller,0,0
219,1.0,0.0,0,1952,0,0
59,1.0,0.0,0,Tiffany & Company,0,0
185,1.0,0.0,1,San Antonio Spurs.,0,1
301,0.0,1.0,0,Barton Mine,1,0
563,0.5,0.5,1,It's actually Main Street that separates West Ridge from the northern neighborhood of North Ridge.,0,1
364,0.5,0.5,0,Torah and Talmudic scholar,0,0
929,0.6666666666666666,0.33333333333333337,1,"The Honoured Society is a Calabrian 'Ndrangheta criminal confederation, started in Melbourne and currently active in Italy.",0,1
804,0.6666666666666666,0.33333333333333337,0,Jessica Marie Alba,0,0
931,1.0,0.0,0,Kamal Shalorus,0,0
490,0.0,1.0,1,"Toronto Maple Leafs, briefly.",1,1
179,0.5,0.5,0,The Go-Go's,0,0
805,0.5,0.5,0,Liverpool Football Club,0,0
806,1.0,0.0,1,Miloš Forman is not from Great Britain.,0,1
427,0.0,1.0,1,The by-election was held in 1972.,1,1
425,0.0,1.0,1,"None of the actors from ""Pennies from Heaven"" appeared in ""Kenneth Williams: Fantabulosa!""",1,1
491,1.0,0.0,0,"7,585",0,0
69,1.0,0.0,0,yes,0,0
489,0.0,1.0,1,"The poem Arlette Roxburgh sings is called ""The Battle of Baltimore"".",1,1
512,1.0,0.0,0,John Tardy,0,0
302,1.0,0.0,0,World War II,0,0
933,1.0,0.0,0,Bath,0,0
365,1.0,0.0,0,1945,0,0
428,1.0,0.0,0,yes,0,0
492,0.0,1.0,1,The solo artist that contributed to Real Damage belongs to an experimental genre.,1,1
172,0.0,1.0,1,The man who opened the Royal Spa Centre in 1972 was a member of the Labour Party.,1,1
559,1.0,0.0,1,"The Sia song ""Never Give Up"" is from the soundtrack of a film that is based on a true story.",0,1
367,0.0,1.0,1,"""Blood"" was actually co-written with James Cameron.",1,1
544,1.0,0.0,0,1960,0,0
807,1.0,0.0,1,Ricky Dene Gervais was born on June 25th.,0,1
304,1.0,0.0,0,yes,0,0
429,0.3333333333333333,0.6666666666666667,1,"The director of ""Doctor Strange"" is Michael Bay, known for his explosive action scenes.",1,1
493,1.0,0.0,0,People's Republic of China,0,0
16,0.0,1.0,0,Elyes Gabel,1,0
66,1.0,0.0,0,Dirt,0,0
932,1.0,0.0,0,"Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.",0,0
229,1.0,0.0,1,"The song ""Good Life"" was featured in a 2017 movie about cars.",0,1
303,0.6,0.4,1,"Everton, their Goodison Park home, is a football stadium located in Walton, Liverpool, in the United Kingdom.",0,1
516,0.6666666666666666,0.33333333333333337,1,The small medieval castle is located off Castlebay on Barra island in Scotland.,0,1
366,0.0,1.0,1,Yury Grigorovich was Vladimir's choreographer for many years.,1,1
78,0.0,1.0,1,Alexandre Rockwell and Am Rong are not in the same profession.,1,1
368,1.0,0.0,0,1988,0,0
935,0.5,0.5,1,Hartland Swamp WMA is in Orleans County.,0,1
494,0.0,1.0,1,The form of music played by Die Rhöner Säuwäntzt originated in the United Kingdom,1,1
934,0.5,0.5,0,Jens Lehmann,0,0
47,1.0,0.0,0,Cataloochee,0,0
536,1.0,0.0,1,The Boren-McCurdy proposals were partially brought about by David Beckham.,0,1
431,0.5,0.5,0,John Carney,0,0
49,0.5,0.5,1,"""Puss in Boots: The Three Diablos"" sequel producer: Pixar.",0,1
808,0.6666666666666666,0.33333333333333337,0,Carol Lawrence,0,0
503,1.0,0.0,0,Ford Fusion,0,0
809,1.0,0.0,0,The Producers,0,0
211,0.5,0.5,1,The company that manufactured PDQ Chocolate is a subsidiary of Twinings which acquired the brand from Novartis.,0,1
51,0.5,0.5,0,Lullwater Estate,0,0
52,0.0,1.0,0,I-90,1,0
214,1.0,0.0,0,the 23rd Summer Deaflympics,0,0
306,1.0,0.0,0,2005,0,0
369,0.3333333333333333,0.6666666666666667,1,"The city where Kerry Saxby-Junna was born had a population of 6,960 purple kangaroos.",1,1
432,0.0,1.0,0,beetle,1,0
433,1.0,0.0,0,Rock,0,0
810,1.0,0.0,1,"Peter Davison was in Holding the Fort and also hosted ""Game for a Laugh"", ""You Bet!"" and ""Stars in Their Eyes"".",0,1
542,1.0,0.0,0,Lyudmila Stefanovna Petrushevskaya,0,0
56,0.0,1.0,1,Russian-born American,1,1
495,0.5,0.5,0,The University of Toronto,0,0
308,1.0,0.0,1,Stanford University has a Chestnut Hill campus.,0,1
937,0.0,1.0,1,"HMS ""Sussex"" was actually a Spanish ship captured by the English during the Tudor era.",1,1
215,0.75,0.25,0,Royal Irish Regiment,0,0
307,0.0,1.0,0,Great Britain,1,0
936,1.0,0.0,0,the Hindu nationalist Rashtriya Swayamsevak Sangh,0,0
496,0.0,1.0,1,The Thoen Stone is currently displayed in Deadwood.,1,1
370,0.3333333333333333,0.6666666666666667,1,The late Mikhail Baryshnikov appeared in White Nights.,1,1
371,0.25,0.75,1,"The Warlock in Spite of Himself is a science fantasy novel by Christopher Stasheff, published in 1969, inspired by a classic French author named Molière.",1,1
60,1.0,0.0,0,Tammy Wynette,0,0
938,0.6666666666666666,0.33333333333333337,0,Ekaterina Gordeeva,0,0
194,1.0,0.0,0,Sarah Janet Maas,0,0
430,0.0,1.0,1,Christy Canyon became an advocate for physician-assisted suicide.,1,1
182,1.0,0.0,0,raw sexuality,0,0
538,0.5,0.5,1,"Hole, the rock band that Courtney Love was a frontwoman of was founded first.",0,1
372,1.0,0.0,0,"8,777",0,0
309,1.0,0.0,0,Stacey Kent,0,0
434,1.0,0.0,0,Lincoln Highway,0,0
497,1.0,0.0,0,Renée Montagne,0,0
811,0.0,1.0,1,The coastal village near South Somercotes is Saltfleetby St. Clement.,1,1
939,1.0,0.0,0,Americans,0,0
498,0.0,1.0,1,"The film containing ""Held"" on its soundtrack is not directed by Stephen Frears.",1,1
551,0.5,0.5,0,Graham Hess,0,0
61,0.5,0.5,0,Tony Scott,0,0
435,1.0,0.0,1,Sean Astin starred in The Colour of Magic.,0,1
173,0.5,0.5,1,"The headquarters of the Eastern Air Defense Sector is located 12 mi east of Panama City, Florida, but the air force base is actually named Eglin Air Force Base.",0,1
813,0.6666666666666666,0.33333333333333337,0,Married... with Children,0,0
499,1.0,0.0,0,alternative rock,0,0
53,1.0,0.0,0,MedStar Washington Hospital Center,0,0
814,1.0,0.0,1,Garth Jennings and Lee Cheol-ha are both involved in the production of artistic visuals.,0,1
197,1.0,0.0,0,Immanuel College,0,0
28,1.0,0.0,0,1969,0,0
373,1.0,0.0,0,Mark L. Lester,0,0
436,0.5,0.5,1,"Sarajevo, a beautiful European city.",0,1
310,0.5,0.5,0,Rhapsody in Blue,0,0
535,0.0,1.0,0,Sarfarosh,1,0
311,0.6666666666666666,0.33333333333333337,1,Alma Wade is the core of F.E.A.R.,0,1
532,0.0,1.0,1,A high elevation rooftop.,1,1
815,0.5,0.5,1,"The Canadian politician born on January 2, 1979 succeeded as leader of the New Democratic Party of Canada on November 1st.",0,1
500,1.0,0.0,1,Citrix Systems is focused on virtualization.,0,1
374,0.0,1.0,0,tennis,1,0
940,1.0,0.0,0,"March 1, 2017",0,0
941,1.0,0.0,0,NBC 10,0,0
305,0.5,0.5,1,Queen Alexandrine was also queen of Finland.,0,1
812,0.6666666666666666,0.33333333333333337,1,"""The Crocs River"" is a nickname for the Saint John River (Bay of Fundy), in Quebec and New Brunswick, in Canada.",0,1
437,0.3333333333333333,0.6666666666666667,1,The Southern Railway runs on broad gauge track.,1,1
